Station,Stn No.,Type,Parameter,TS Name,TS ID,From,To
Gauge - Mississippi River at Ardoch Bridge,MVCA19,HG,Stage,249.YearlyHistMax Staff,39886042,2005-10-01 12:00,2024-10-01 12:00
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,249.YearlyHistMax Staff,39902042,2014-10-01 9:15,2027-10-01 9:15
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,249.YearlyHistMax Staff,39918042,2014-10-01 7:30,2024-10-01 7:30
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,249.YearlyHistMax Staff,39934042,2006-10-01 10:10,2026-10-01 10:10
Gauge - Mosque Lake,MVCA30,HG,Stage,249.YearlyHistMax Staff,39950042,2014-10-01 10:45,2023-10-01 10:45
Gauge - Palmerston Lake,MVCA6,HG,Stage,249.YearlyHistMax Staff,39966042,2014-10-01 9:30,2027-10-01 9:30
Gauge - Pine Lake,MVCA24,HG,Stage,249.YearlyHistMax Staff,39982042,1998-10-01 12:24,2027-10-01 12:24
Gauge - Shabomeka Lake,MVCA1,HG,Stage,249.YearlyHistMax Staff,39998042,2014-10-01 10:00,2027-10-01 10:00
Gauge - Silver Lake,MVCA28,HG,Stage,249.YearlyHistMax Staff,40014042,2006-10-01 10:00,2022-10-01 10:00
Gauge - Summit Lake,MVCA27,HG,Stage,249.YearlyHistMax Staff,40030042,2016-10-01 10:30,2024-10-01 10:30
Gauge - Widow Lake,MVCA17,HG,Stage,249.YearlyHistMax Staff,40046042,1998-10-01 12:05,2027-10-01 12:05
Gauge - Big Gull Lake Dam,MVCA48,HG,Stage,249.YearlyHistMax Staff,42791042,2018-10-01 10:22,2026-10-01 10:22
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,249.YearlyHistMax Staff,78855042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,249.YearlyHistMax Staff,79572042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,249.YearlyHistMax Staff,79672042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,249.YearlyHistMax Staff,79734042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,249.YearlyHistMax Staff,79811042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,249.YearlyHistMax Staff,79956042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,249.YearlyHistMax Staff,80018042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,249.YearlyHistMax Staff,80212042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,249.YearlyHistMax Staff,80511042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,249.YearlyHistMax Staff,80565042,,
Gauge - Big Gull Lake,MVCA4,HG,Stage,251.Target Range,27251042,1950-01-01 0:00,1951-01-01 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,251.Target Range,31930042,1950-01-01 0:00,1951-01-01 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,251.Target Range,31931042,1950-01-01 0:00,1951-01-01 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,251.Target Range,31932042,1950-01-01 0:00,1951-01-01 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,251.Target Range,31933042,1950-01-01 0:00,1951-01-01 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,251.Target Range,32332042,1950-01-01 0:00,1951-01-01 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,251.Target Range,37166042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,251.Target Range,78837042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,251.Target Range,79554042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,251.Target Range,79654042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,251.Target Range,79716042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,251.Target Range,79812042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,251.Target Range,79938042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,251.Target Range,80000042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,251.Target Range,80194042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,251.Target Range,80493042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,251.Target Range,80549042,,
Gauge - Lanark Dam,MVCA18,HG,Stage,251.Target Range,80708042,,
Gauge - Big Gull Lake,MVCA4,HG,Stage,252.Target Range Rollout,27253042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,252.Target Range Rollout,31934042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,252.Target Range Rollout,31935042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,252.Target Range Rollout,31936042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,252.Target Range Rollout,31937042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,252.Target Range Rollout,32331042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,252.Target Range Rollout,37165042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,252.Target Range Rollout,78836042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,252.Target Range Rollout,79553042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,252.Target Range Rollout,79653042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,252.Target Range Rollout,79715042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,252.Target Range Rollout,79813042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,252.Target Range Rollout,79937042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,252.Target Range Rollout,79999042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,252.Target Range Rollout,80193042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,252.Target Range Rollout,80492042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,252.Target Range Rollout,80548042,,
Gauge - Lanark Dam,MVCA18,HG,Stage,252.Target Range Rollout,80709042,,
Gauge - Big Gull Lake,MVCA4,HG,Stage,253.Min Target Range,27254042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,253.Min Target Range,31938042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,253.Min Target Range,31939042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,253.Min Target Range,31940042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,253.Min Target Range,31941042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,253.Min Target Range,31942042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,253.Min Target Range,37163042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,253.Min Target Range,78834042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,253.Min Target Range,79551042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,253.Min Target Range,79651042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,253.Min Target Range,79713042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,253.Min Target Range,79814042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,253.Min Target Range,79935042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,253.Min Target Range,79997042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,253.Min Target Range,80191042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,253.Min Target Range,80490042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,253.Min Target Range,80546042,,
Gauge - Lanark Dam,MVCA18,HG,Stage,253.Min Target Range,80710042,,
Gauge - Big Gull Lake,MVCA4,HG,Stage,254.Max Target Range,27255042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,254.Max Target Range,31943042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,254.Max Target Range,31944042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,254.Max Target Range,31945042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,254.Max Target Range,31946042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,254.Max Target Range,31947042,1950-01-01 0:00,2030-01-01 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,254.Max Target Range,37164042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,254.Max Target Range,78835042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,254.Max Target Range,79552042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,254.Max Target Range,79652042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,254.Max Target Range,79714042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,254.Max Target Range,79815042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,254.Max Target Range,79936042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,254.Max Target Range,79998042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,254.Max Target Range,80192042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,254.Max Target Range,80491042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,254.Max Target Range,80547042,,
Gauge - Lanark Dam,MVCA18,HG,Stage,254.Max Target Range,80711042,,
Gauge - Shabomeka Lake,MVCA1,HG,Stage,290.CombinedDomain,53638042,1994-09-03 0:00,2023-06-15 13:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,290.CombinedDomain,53747042,1994-12-01 0:00,2023-06-15 13:00
Gauge - Canonto Lake,MVCA13,HG,Stage,290.CombinedDomain,53784042,2016-11-16 16:00,2023-06-15 13:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,290.CombinedDomain,53805042,2008-11-18 0:00,2023-06-15 13:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,290.CombinedDomain,53826042,2016-02-29 8:00,2020-10-20 3:00
Gauge - Crotch Lake,MVCA5,HG,Stage,290.CombinedDomain,53847042,1991-10-30 0:00,2015-07-14 10:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,290.CombinedDomain,53868042,2003-04-28 0:00,2023-06-13 15:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,290.CombinedDomain,53889042,1993-12-13 0:00,2023-06-15 13:00
Gauge - Lanark,MVCA7,HG,Stage,290.CombinedDomain,53910042,2011-12-28 0:00,2023-06-15 13:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,290.CombinedDomain,53930042,1994-04-28 0:00,2023-06-12 10:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,290.CombinedDomain,53951042,2013-02-18 0:00,2023-06-15 13:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,290.CombinedDomain,53972042,2002-02-01 1:00,2023-06-15 13:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,290.CombinedDomain,53993042,2015-11-20 13:00,2023-06-15 13:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,290.CombinedDomain,54014042,2018-12-20 13:00,2023-06-15 13:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,290.CombinedDomain,54035042,2000-01-13 11:00,2023-06-15 13:00
Gauge - Widow Lake,MVCA17,HG,Stage,290.CombinedDomain,54056042,2017-09-15 11:00,2023-06-15 13:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,290.CombinedDomain,54287042,2003-04-03 0:00,2023-06-13 15:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,290.CombinedDomain,54308042,2003-01-15 0:00,2023-06-13 15:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,290.CombinedDomain,54329042,1950-10-04 23:00,2023-06-15 10:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,290.CombinedDomain,60834042,2010-04-05 0:00,2023-05-26 5:00
Gauge - Mosque Lake,MVCA30,HG,Stage,290.CombinedDomain,60872042,2020-11-01 0:00,2023-06-15 12:00
Gauge - Silver Lake,MVCA28,HG,Stage,290.CombinedDomain,60885042,2020-11-03 0:00,2023-06-15 13:00
Gauge - Summit Lake,MVCA27,HG,Stage,290.CombinedDomain,60898042,2019-07-20 9:00,2023-06-15 12:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,290.CombinedDomain,60918042,2023-04-28 13:00,2023-06-15 13:00
Gauge - Pine Lake,MVCA24,HG,Stage,290.CombinedDomain,60931042,2020-11-06 13:00,2023-06-15 12:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,290.CombinedDomain,78879042,2022-08-19 20:00,2023-06-15 13:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,290.CombinedDomain,79596042,2022-12-07 10:00,2023-04-11 13:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,290.CombinedDomain,79696042,2022-12-07 10:00,2023-05-22 10:00
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,290.CombinedDomain,79758042,2022-12-07 11:00,2023-05-22 10:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,290.CombinedDomain,79816042,1972-01-01 0:00,2023-06-15 12:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,290.CombinedDomain,79980042,1985-04-11 0:00,2023-06-15 12:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,290.CombinedDomain,80042042,1991-01-01 0:00,2023-06-15 12:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,290.CombinedDomain,80236042,2018-11-06 15:00,2023-06-15 15:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,290.CombinedDomain,80535042,1986-07-09 1:00,2023-06-15 17:00
Gauge - Lanark Dam,MVCA18,HG,Stage,290.CombinedDomain,80712042,2023-05-10 9:00,2023-06-15 12:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,291.HourlyDomain,53636042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,291.HourlyDomain,53748042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Canonto Lake,MVCA13,HG,Stage,291.HourlyDomain,53785042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,291.HourlyDomain,53806042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,291.HourlyDomain,53827042,2020-10-20 0:00,2020-10-20 5:00
Gauge - Crotch Lake,MVCA5,HG,Stage,291.HourlyDomain,53848042,2015-07-14 0:00,2015-07-14 10:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,291.HourlyDomain,53869042,2023-06-13 0:00,2023-06-13 14:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,291.HourlyDomain,53890042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Lanark,MVCA7,HG,Stage,291.HourlyDomain,53911042,2023-06-15 0:00,2023-06-15 13:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,291.HourlyDomain,53931042,,
Gauge - Mississagagon Lake,MVCA14,HG,Stage,291.HourlyDomain,53952042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,291.HourlyDomain,53973042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,291.HourlyDomain,53994042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,291.HourlyDomain,54015042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,291.HourlyDomain,54036042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Widow Lake,MVCA17,HG,Stage,291.HourlyDomain,54057042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,291.HourlyDomain,54288042,2017-12-31 3:00,2023-06-13 14:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,291.HourlyDomain,54309042,2023-06-13 0:00,2023-06-13 14:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,291.HourlyDomain,54330042,2023-06-15 0:00,2023-06-15 11:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,291.HourlyDomain,60835042,,
Gauge - Mosque Lake,MVCA30,HG,Stage,291.HourlyDomain,60873042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Silver Lake,MVCA28,HG,Stage,291.HourlyDomain,60886042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Summit Lake,MVCA27,HG,Stage,291.HourlyDomain,60899042,2023-06-15 0:00,2023-06-15 11:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,291.HourlyDomain,60919042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Pine Lake,MVCA24,HG,Stage,291.HourlyDomain,60932042,2023-06-15 0:00,2023-06-15 10:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,291.HourlyDomain,78877042,2023-06-15 0:00,2023-06-15 12:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,291.HourlyDomain,79594042,2023-04-11 0:00,2023-04-11 14:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,291.HourlyDomain,79694042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,291.HourlyDomain,79756042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,291.HourlyDomain,79817042,2023-06-15 0:00,2023-06-15 12:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,291.HourlyDomain,79978042,2023-06-15 0:00,2023-06-15 12:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,291.HourlyDomain,80040042,2023-06-15 0:00,2023-06-15 12:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,291.HourlyDomain,80234042,2023-06-15 0:00,2023-06-15 16:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,291.HourlyDomain,80533042,2023-06-15 0:00,2023-06-15 17:00
Gauge - Lanark Dam,MVCA18,HG,Stage,291.HourlyDomain,80713042,2023-06-15 0:00,2023-06-15 12:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,292.DailyDomain,53637042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,292.DailyDomain,53749042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,292.DailyDomain,53786042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,292.DailyDomain,53807042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,292.DailyDomain,53828042,2020-10-01 0:00,2020-10-20 0:00
Gauge - Crotch Lake,MVCA5,HG,Stage,292.DailyDomain,53849042,2015-07-01 0:00,2015-07-14 0:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,292.DailyDomain,53870042,2023-06-01 0:00,2023-06-13 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,292.DailyDomain,53891042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Lanark,MVCA7,HG,Stage,292.DailyDomain,53912042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,292.DailyDomain,53932042,2023-06-01 0:00,2023-06-10 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,292.DailyDomain,53953042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,292.DailyDomain,53974042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,292.DailyDomain,53995042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,292.DailyDomain,54016042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,292.DailyDomain,54037042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,292.DailyDomain,54058042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,292.DailyDomain,54289042,2023-06-01 0:00,2023-06-13 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,292.DailyDomain,54310042,2023-06-01 0:00,2023-06-13 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,292.DailyDomain,54331042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,292.DailyDomain,60836042,2023-05-01 0:00,2023-05-25 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,292.DailyDomain,60874042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Silver Lake,MVCA28,HG,Stage,292.DailyDomain,60887042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,292.DailyDomain,60900042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,292.DailyDomain,60920042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Pine Lake,MVCA24,HG,Stage,292.DailyDomain,60933042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,292.DailyDomain,78878042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,292.DailyDomain,79595042,2023-04-01 0:00,2023-04-11 0:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,292.DailyDomain,79695042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,292.DailyDomain,79757042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,292.DailyDomain,79818042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,292.DailyDomain,79979042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,292.DailyDomain,80041042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,292.DailyDomain,80235042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,292.DailyDomain,80534042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Lanark Dam,MVCA18,HG,Stage,292.DailyDomain,80714042,2023-06-01 0:00,2023-06-15 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,294.MonthlyDomain,53639042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,294.MonthlyDomain,53750042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,294.MonthlyDomain,53787042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,294.MonthlyDomain,53808042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,294.MonthlyDomain,53829042,2020-01-01 0:00,2020-10-01 0:00
Gauge - Crotch Lake,MVCA5,HG,Stage,294.MonthlyDomain,53850042,2015-01-01 0:00,2015-07-01 0:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,294.MonthlyDomain,53871042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,294.MonthlyDomain,53892042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Lanark,MVCA7,HG,Stage,294.MonthlyDomain,53913042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,294.MonthlyDomain,53933042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,294.MonthlyDomain,53954042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,294.MonthlyDomain,53975042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,294.MonthlyDomain,53996042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,294.MonthlyDomain,54017042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,294.MonthlyDomain,54038042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,294.MonthlyDomain,54059042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,294.MonthlyDomain,54290042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,294.MonthlyDomain,54311042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,294.MonthlyDomain,54332042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,294.MonthlyDomain,60837042,2023-01-01 0:00,2023-05-01 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,294.MonthlyDomain,60875042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Silver Lake,MVCA28,HG,Stage,294.MonthlyDomain,60888042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,294.MonthlyDomain,60901042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,294.MonthlyDomain,60921042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Pine Lake,MVCA24,HG,Stage,294.MonthlyDomain,60934042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,294.MonthlyDomain,78880042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,294.MonthlyDomain,79597042,2023-01-01 0:00,2023-04-01 0:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,294.MonthlyDomain,79697042,2023-01-01 0:00,2023-04-01 0:00
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,294.MonthlyDomain,79759042,2023-01-01 0:00,2023-04-01 0:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,294.MonthlyDomain,79819042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,294.MonthlyDomain,79981042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,294.MonthlyDomain,80043042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,294.MonthlyDomain,80237042,2023-01-01 0:00,2023-06-01 0:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,294.MonthlyDomain,80536042,2023-01-01 0:00,2023-06-01 0:00
