Station,Stn No.,Type,Parameter,TS Name,TS ID,From,To
Gauge - Silver Lake,MVCA28,HG,Stage,244.MonthlyHistMax,60884042,2019-12-03 0:00,2024-01-03 0:00
Gauge - Summit Lake,MVCA27,HG,Stage,244.MonthlyHistMax,60897042,2018-12-20 0:00,2024-01-20 0:00
Gauge - Buckshot Lake,MVCA25,HG,Stage,244.MonthlyHistMax,60917042,2021-12-02 0:00,2024-01-02 0:00
Gauge - Pine Lake,MVCA24,HG,Stage,244.MonthlyHistMax,60930042,2019-12-06 0:00,2024-01-06 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,244.MonthlyHistMax,78875042,2021-12-19 0:00,2024-01-19 0:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,244.MonthlyHistMax,79592042,2021-12-07 0:00,2024-01-07 0:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,244.MonthlyHistMax,79692042,2021-12-07 0:00,2024-01-07 0:00
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,244.MonthlyHistMax,79754042,2021-12-07 0:00,2024-01-07 0:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,244.MonthlyHistMax,79806042,1972-01-01 0:00,2024-01-01 0:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,244.MonthlyHistMax,79976042,1984-12-11 0:00,2024-01-11 0:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,244.MonthlyHistMax,80038042,1991-01-01 0:00,2024-01-01 0:00
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,244.MonthlyHistMax,80232042,2017-12-06 0:00,2024-01-06 0:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,244.MonthlyHistMax,80531042,1985-12-09 0:00,2024-01-09 0:00
Gauge - Lanark Dam,MVCA18,HG,Stage,244.MonthlyHistMax,80706042,2022-12-10 0:00,2024-01-10 0:00
Gauge - Shabomeka Lake,MVCA1,HG,Stage,245.YearlyHistMax,53635042,1993-09-03 0:00,2024-09-03 0:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,245.YearlyHistMax,53746042,1993-12-01 0:00,2024-12-01 0:00
Gauge - Canonto Lake,MVCA13,HG,Stage,245.YearlyHistMax,53783042,2016-11-16 0:00,2024-11-16 0:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,245.YearlyHistMax,53804042,2007-11-18 0:00,2024-11-18 0:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,245.YearlyHistMax,53825042,2015-02-28 0:00,2021-02-28 0:00
Gauge - Crotch Lake,MVCA5,HG,Stage,245.YearlyHistMax,53846042,1990-10-30 0:00,2016-10-30 0:00
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,245.YearlyHistMax,53867042,2000-01-01 0:00,2025-01-01 0:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,245.YearlyHistMax,53888042,1992-12-13 0:00,2024-12-13 0:00
Gauge - Lanark,MVCA7,HG,Stage,245.YearlyHistMax,53909042,2010-12-28 0:00,2024-12-28 0:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,245.YearlyHistMax,53929042,1993-04-28 0:00,2024-04-28 0:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,245.YearlyHistMax,53950042,2012-02-18 0:00,2024-02-18 0:00
Gauge - Mississippi Lake,MVCA8,HG,Stage,245.YearlyHistMax,53971042,2001-02-01 0:00,2024-02-01 0:00
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,245.YearlyHistMax,53992042,2014-11-20 0:00,2024-11-20 0:00
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,245.YearlyHistMax,54013042,2017-12-20 0:00,2024-12-20 0:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,245.YearlyHistMax,54034042,1999-01-13 0:00,2024-01-13 0:00
Gauge - Widow Lake,MVCA17,HG,Stage,245.YearlyHistMax,54055042,2016-09-15 0:00,2024-09-15 0:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,245.YearlyHistMax,54286042,2003-01-01 0:00,2025-01-01 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,245.YearlyHistMax,54307042,1974-01-01 0:00,2025-01-01 0:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,245.YearlyHistMax,54328042,1950-10-04 0:00,2024-10-04 0:00
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,245.YearlyHistMax,78876042,2021-08-19 0:00,2024-08-19 0:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,245.YearlyHistMax,79593042,2021-12-07 0:00,2024-12-07 0:00
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,245.YearlyHistMax,79693042,2021-12-07 0:00,2024-12-07 0:00
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,245.YearlyHistMax,79755042,2021-12-07 0:00,2024-12-07 0:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,245.YearlyHistMax,79807042,1972-01-01 0:00,2024-01-01 0:00
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,245.YearlyHistMax,79977042,1984-04-11 0:00,2024-04-11 0:00
Gauge - Clyde River near Lanark,02KF010,HG,Stage,245.YearlyHistMax,80039042,1991-01-01 0:00,2024-01-01 0:00
